text,target,char_len,word_count
Allah salamat rakhe,Positive,17,3
.. lry baghair b assembly mn hu gy.. I guess,Neutral,35,10
Masha alha khuda har lmha kamyabe da apko bhe,Positive,37,9
Ghar ghar ja k nawaz sharif ka pegham do. ,Neutral,33,10
Hoe khair bani gala ka ek aur shero nikal aya ha,Neutral,38,11
Nawaz Shareef ka paigham hai Kya???? Corrupt ko izzat do?,Negative,48,10
Ghar ghar batao K London flate kaisay lyay jatay hain.,Neutral,45,10
InshAllah ab qoom 60 sal k hasab lay gi or nawaz k sath day gi,Negative,48,15
Itni bizti???,Negative,12,2
jye quaid e Motram hazaron sall,Positive,26,6
Jissay allah izzat de insaan rok ni skta,Positive,33,8
Qaid Tari Parwaz Sy jalta ha Zamana,Neutral,29,7
Mashallah quaid e muhtrum sada slamt rao,Positive,34,7
Mera qahid heera he,Positive,16,4
Slamat raho quaid,Positive,15,3
Kya khatab g ledy type ka sahafi la k betha diya ,Negative,38,12
kabhi hum bhi tom bhi......,Neutral,23,5
WaaaaaaaSir g aap kdr ghaib ho,Neutral,25,6
Mashallah bhot khoob sir,Positive,21,4
sazay mot doo isko,Negative,15,4
Kuttay ka bucha,Negative,13,3
Kafir ha ye..,Negative,11,3
esko sar e aam petrol phenk k aag laagao,Negative,32,9
Laanat ho in per aag laga den in jese bhawon per,Negative,38,11
Begarat ka bacha,Negative,14,3
Aus kafir ko phinshi do,Negative,19,5
Kutty lanti kameeny dozkhi ko ebrat ka nishan bna do,Negative,43,10
Lakh lanat jahanmi,Negative,16,3
bhai ye kya scene hai?,Neutral,18,5
Ais ka sar sare aam kalum kr dou,Negative,25,8
Beahumar lanat ho,Negative,15,3
Lanat ho acha hua k pakra gaya,Negative,24,7
Lanat is par is ko aagash laga dae,Negative,27,8
lannat ko ese insan pe,Negative,18,5
Beshumar lanat is kafir pe latka do isko,Negative,33,8
ye ho kya raha ha logo ko,Neutral,19,7
Ye kB Ka wa'aqea hai?,Neutral,17,5
Touba touba ya Allah,Negative,17,4
Astagfurallah Ya Allah Reham kara,Negative,29,5
Kon hy ye pata kary,Neutral,15,5
Astaghferullah yah Allah reham farma,Negative,32,5
khudaraa allah k ghar ko tw baksh do aye insan,Negative,37,10
ALLAH is ko gharaq kary Ameeeeeen,Negative,28,6
Lantiiiii khuda k azab h tum pu kutyyyy,Negative,32,8
ALLAH is ko gharaq kary Ameeeeeen,Negative,28,6
Astagfurallah Ya Allah Reham kar,Negative,28,5
khuda garat karey in logon ko,Negative,24,6
Lant ho asi videos banny walon par Allah gark kry asy logo ko,Negative,49,13
Allah maf karay... Astagf,Negative,22,4
kch samjh nahi arha mjhy kya bolna chahiay .,Neutral,36,9
Lanat ha is begart pa. Janwar b kahlany k lyke nh ya kmeena.,Negative,48,13
khuda garat karey in logon ko astagfirullha,Negative,37,7
E kubhova petrol under kese gaya,Neutral,27,6
Muslim ho e nai skta ye lanti shaks,Negative,28,8
Lanat Teri zaat par Kutty,Negative,21,5
Is kuty ko jla Dena Chia Ye petrol dal K,Negative,31,10
Isi petrol ko is admi py chirak k aag lgaa di jaye ,Negative,39,13
Bastard qyamat aane wali hai,Negative,24,5
Lanta ho is par,Negative,12,4
ye koi kafar hai.Allah is ko kabhi maaf nahi kare ga,Negative,42,11
asi video ko share nahi karty,Neutral,24,6
Tabah ho ga InshaaAllah,Negative,20,4
Beshak Allah pak na apny ghr ki hifazat ki zima khud liye ha,Positive,48,13
Ye Allah ka gher hyAllah khud hefazat farmay ga,Positive,39,9
Kafar lant hn,Negative,11,3
Mlahon admi tuba,Negative,14,3
Ary kunsa he,Neutral,10,3
Is insan ko he jalado to thek gai begherat !!,Negative,36,10
Lanat ho is begerat kutta per,Negative,24,6
Toba meri Ya Allah,Negative,15,4
Is kuty koo yahin mardaina chaye tha,Negative,30,7
Astaghfirullah... Allah reham kare,Negative,31,4
Allah hadayat dah,Positive,15,3
Allah pak ease logon ko fana ker de Ameen,Negative,33,9
Astaffirullah in jese logo pr Allah ka azab kun nai ata,Negative,45,11
mahsi pr chrhado isa,Negative,17,4
Ya bat theek hai kiya,Neutral,17,5
Y banda Haram m petrol kaisay laikar aaya Allah ki lanat ho.,Negative,49,12
Iss ky tukray kar denay bantay thy,Negative,28,7
Allah iss fana kry kuty k bachy ko,Negative,27,8
Police Kha thi us waqt,Neutral,18,5
Astafirullah Allah pak ka azab ho is pr,Negative,32,8
Lant hai begert py jo aesy kr rha hai,Negative,29,9
Kya ye sach hy?,Neutral,12,4
Is k sir kalam kardiya jaha,Negative,22,6
yeh page he bakwass jhothghustak,Negative,28,5
ALLAH ka azab Nazil ho is par,Negative,23,7
Lant ho es per (ALLAH ) ki taraf say aur maree taraf say bhi,Negative,47,14
Lanat ho is par. Allah is ko gharack karay.Ameen,Negative,40,9
Es ptrol esi p dal kr esko aag lga du,Negative,28,10
Nhi bachega ye,Negative,12,3
Allah pak badla la ga zurar wo chup hai bs,Negative,33,10
Khuda ki lanat ho,Negative,14,4
Please is tarha ki cheezoon ko share nahi karna chahiya. ,Negative,47,11
lanat beshumar ho is pr,Negative,19,5
Lant ho es par,Negative,11,4
Had ho gae h ,Negative,9,5
Lanat ho us koty per,Negative,16,5
Allah hidaiat de.,Positive,15,3
Khuda ka kheaar ho is pe,Negative,19,6
Lanat is par beshomar,Negative,18,4
ALLAH hidayat naseeb farmye (Ameen),Positive,31,5
Lant es pr r es ke nasl pr,Negative,19,8
Lanat in per beshumar,Negative,18,4
Lanet hai is hiwan par is par Allah ka azab nazil ho,Negative,41,12
Ye nhe ho sakta agar ye sach ho to Allah ke lanat ho is per,Negative,45,15
Kuta insan khuda barbad kare is ko,Negative,28,7
Allha ka azaab ho es.shakhs py Astagfirullha,Negative,38,7
Ye kiya hu raha he .kis kafir ki sazzesh he ye,Negative,36,11
doskhi lanat ho allah ki is par,Negative,25,7
lanat ho is dozakh ky kuty par,Negative,24,7
Begairat kutta lanti kafir,Negative,23,4
Allaha apny Ghar ke khud ifazat frma sakty han.bessak,Positive,45,9
Ye kb hva,Neutral,7,3
ALLAH PAK ki laanat es py,Negative,20,6
Allah pak k dushman kamyzb ni ho sktay.,Positive,32,8
Khuda ki lanat esy logo pr,Negative,21,6
Ulta ltka kar zinda jala dyna chahye os ko,Negative,34,9
Astaghfar Allah ko lanat ho is pe,Negative,27,7
Typing theek krain,Neutral,16,3
ASTAGFIRULLAHLanat is insan pr,Negative,27,4
Lanat is insan py,Negative,14,4
Allaha ki lanat esy logo pr,Negative,22,6
Is k uper shikari kuttay chorayKhunzeer k bachay pr,Negative,43,9
Harami ko sarae aam phansi do,Negative,24,6
ye kia horha ?Allah ka azab nazil ho in p,Negative,32,10
Laanat es khanzeer pr,Negative,18,4
Oh yar wo us k do bato ki maa ha,Neutral,23,10
Ajeeb bytuki baat,Negative,15,3
Mainy wesy pocha nhi hy apsy,Neutral,23,6
Es main kiya khas bat hi jo share ki jae,Neutral,31,10
video complete dekhni hai...,Neutral,25,4
Hazar hasbnd hongy os k,Negative,19,5
Ur h ya ni lakin ezt kerna wo janti h,Positive,28,10
Chalo niazi k tatoo cjal,Negative,20,5
Azeem baap ka Azeem beta Allah lmbi umer dy,Positive,35,9
To zat ka hai syed or ma tumra nokar,Positive,28,9
Kasay ho pehlaaj,Positive,14,3
Kahan sy karwaya,Neutral,14,3
apka insta pa koi official account hai,Neutral,32,7
Dearest Sister aap kab say aa rahien hein please reply,Positive,45,10
Hahahaha yahan se JAEIN aur 150 maar aein ye b sun is ki baat,Negative,48,14
ma ap k show ka bra fan hun,Positive,20,8
main apke show main ana chahta hun,Neutral,28,7
DIL KARY POKH HAAAAAA HAAAAAA,Neutral,25,5
Lo ye phir aa gaee long ki laachi ,Negative,26,9
Nice assalam o alikom kce he ap,Positive,25,7
Keya ye ab bi pochney ki zaroret ha,Neutral,28,8
sab dekhi hoe hain ,Neutral,15,5
Khwab ai?,Neutral,8,2
Sadqe Allah is bache ki mushkalat asan farmaye (Ameen),Positive,46,9
Ya Allah Karim in ki madad farma. Amin,Positive,31,8
allah jaza dy ga,Positive,13,4
koi pursane hal nahi.plzzzzz SOS.,Negative,29,5
kitni Corrupt Govement ha ye,Negative,24,5
Ap hmari shan ap se he ha pehchan. ,Positive,27,9
Allah apka hami o nasir rahy amin!,Positive,28,7
K chori kesi ki jati ha kese mulk k awam ka 0esa khaya jata ha. ,Negative,49,16
Kese poore mulk ko loota jata ha. Sharam kro minhas bhai,Negative,46,11
Insan k name pe daolat k pujari hain sb agr smjh sko smjh lo . .,Negative,49,16
Qurban jao,Positive,9,2
Bilkol sahe afia sedqi ka dushman,Negative,28,6
Farooq sahb zara hosh karo afia Afghanistan say gai hay.,Negative,47,10
Bilkul sahih farmaya.,Positive,19,3
Pakistan nay america ko Afghanistan main shikast di hay,Neutral,47,9
ALLAH in ko tabha o barbad kry jo me molawes he,Negative,37,11
Shayad abhi koi nhi. ,Neutral,17,5
Quome barbad ho jati Hy. ,Negative,20,6
Laanat Hy tum jaisay beghairaton pe. ,Negative,31,7
Ellah muslem ko mujahid isllam ko kamyab banalo,Positive,40,8
Ya ALLAH madad farma..Ameeeen ya rab ul aalaa meen...,Positive,45,9
Musalma qumchore h free aafia now,Neutral,28,6
Afrine de nar badar bachi ye,Negative,23,6
Saeed Khan apni bkwas apny pas rakho,Negative,30,7
Afrine musharaf ni jo dalar lya os ka kia ho ga,Negative,37,11
Afrin zinda abad musharaf sab,Positive,25,5
"Hussain haqani jese afraad ko sakht tareen saza di jae ,, ",Negative,47,12
Dr. Afia ki bad dua he jo mian sb darbader ho rha he,Negative,40,13
Hamare hukumraan tu begairat hain. ,Negative,30,6
Allah apko sehath o hafiath k sath rehai dilaway Ammeen ,Positive,46,11
Mera Allah rehai day ga,Positive,19,5
Ya allah hmari behen ki madad farma,Positive,29,7
allah afia saqei par raham kare,Positive,26,6
Inshallah ye kam imran khan kare ga inshallah,Positive,38,8
Allah anhin jald rehai naseeb parmy,Positive,30,6
"ALLAH PAK apki madad zaroor kreingy, ameen",Positive,36,7
Please SK lyei awaz otao,Neutral,20,5
Musharaf ye tum nye kia kia apni ezaat bheej dye,Negative,39,10
hazar lanat musharaf tuj par our begherat hukamran,Negative,43,8
Ya Rabbe kaynaat Musharraf KO tabah o barbad karde,Negative,42,9
Pakistan k by ghairat lentil hukmran,Negative,31,6
Swaiay tayyab urdgan k tmam muslim leader ....kia likhoon,Negative,49,9
lanat hy Pakistan par hokoomat karny waly hukamrano par,Negative,47,9
Allha pak zalmo sa najat ata farmy,Positive,28,7
Aafia tujhe Allah salamat rakain,Positive,28,5
Allah Pak madad farmai. Aameen.,Positive,27,5
Ya allaha zalimo per apna azab nazil farma,Neutral,35,8
Ya Allah pak Affia ke madad farma,Positive,27,7
Allah rahm farma,Positive,14,3
Allah aafia ki mamdad kary,Positive,22,5
Ya ALLAH Madad farma Behan ki,Positive,24,6
Pakistani dallon ki quom dallon ki Army.,Negative,34,7
Ye beghirat hukomat hy,Negative,19,4
YA ALLAH MADAD FARMA MUZLOOM BEHN KI,Positive,30,7
Lanat mosharaf kote par,Negative,20,4
inshallah zaror or jld apny watn me waps ay g,Positive,36,10
Musalmanun ki ghairat maari gayei haih.,Negative,34,6
Allah madad famaye Afia ki Ameen,Positive,27,6
ham sab beghirat hen,Negative,17,4
Pakistan ki jo jarnil hi oaski waja so afya jil me hi,Negative,42,12
Ya allah aafia ke madad farma,Positive,24,6
Yallah musalem far rakhm kar gafia azad kar,Positive,36,8
Kute ka bacha ghaddar harami haqani,Negative,30,6
Army nay tu America k hawaly kia ta. Aur dollars  lye ty.,Negative,45,13
"Allah ham sub ko him at or gerat dye,,",Negative,30,9
Pata nahi aisa q,Neutral,13,4
ya Allah meri sister Affia ki madad farma,Positive,34,8
Allah madad kare,Positive,14,3
"Medya waly zinda bad ya allah afiya sadiki ko azid kar,",Positive,45,11
Hukmranoo Allah k wastey afia like help karo,Neutral,37,8
Amrica kota he,Negative,12,3
Ab foag ka.hamayti kaha.ha,Neutral,23,4
Dob MRO gandy hkmrano,Negative,18,4
Lanat aese hukmrano par,Negative,20,4
Allah ham sub ko him at or gerat dye,Positive,28,9
Allah rehm kre behn per,Positive,19,5
Is ko zeada sy zeada share karo,Neutral,25,7
Allah afia behin ki azmayesh khatam kardy.aameen,Neutral,42,7
Inshallah Allah ap ki madad karat ga,Positive,30,7
"Allah ka wasta hy aap sub ko akshan ly,",Neutral,31,9
Yaha ke hukamran meer jafar aor meer sadiq se be badtar he,Negative,47,12
Ya Allah madad,Positive,12,3
Buzdilun se kya gilah pakistanyu,Negative,28,5
Ye hukmran biky howy hain,Negative,21,5
ALLAH ap ko apne fazal o karam se rha kare,Positive,33,10
Laanat ha es mulk k hukmarano per,Negative,27,7
Khuda kiliay puri qoom utto es ki madad karo.,Positive,37,9
Pakistani Hukamranon sa ya twaqo nahi.,Negative,33,6
Yeah Pervez Musharraf musaraf kay kaarnamain hain,Neutral,43,7
Allaha asani pida kary,Positive,19,4
Yaa Allah madad farma,Positive,18,4
Lanat husan hakane musharf zardari nawaz sharef part,Negative,45,8
Ye begyrat mushraf ki waja hy,Negative,24,6
Allah Ya Allah madad ,Positive,17,5
Pervaiz Musharaf Murdabad,Negative,23,3
Ya Allah madam farma,Positive,17,4
Ya Allah madad,Positive,12,3
Hussain Haqani qutty tere p lannat ho.,Negative,32,7
Lanat musharf per,Negative,15,3
Allah dr afia per reham karay or un ke madad farmay,Positive,41,11
ALLAH HAMRI BEHAN KO AZADI ATA FERMA KAFIRON SE AMEEN,Positive,44,10
Allah khair Kary ga,Positive,16,4
Lanat Ho In hokmrano per,Negative,20,5
Last Ho in hokmrano,Negative,16,4
Education hasil kro aur Pakistan ki khidmat kro,Positive,40,8
Min haisul qoam ham sab hejray hein.,Negative,30,7
ya Allah rihai naseeb farma ameen,Positive,28,6
Khuda ki Zat Piyary Habib k sdky rahi dy,Positive,32,9
Aafia ko reha kardo,Neutral,16,4
Chief Justice kakaskahe,Neutral,21,3
Musharaf Jo pkdna chaye wohi hy kasoor vaar,Negative,36,8
Allha hifazt kry amen,Positive,18,4
"Allah pak Aafia ko Jald musibat say reha Kar Dai,",Positive,40,10
Hum bayhis Awaam hanAis Sy zeada zoban py ata Nahen,Negative,42,10
Chief justice na kia kha tha,Neutral,23,6
Allah pak rehai ata farmay,Positive,22,5
inshallah khan afia ko pakistan waps le k ingey,Positive,39,9
ALLAH tala behtar kry ga,Positive,20,5
Dr Afia bohat Aziz hain hum sab ko. ,Positive,28,9
Imran Ali Afia ka mamu ka interview sun lo.,Neutral,35,9
jo nxt wazir e azam h,Neutral,16,6
jo aakhri umeed he pakistan ki,Positive,25,6
Allah raham parmay,Positive,16,3
Allah talla afia ki. Hifazat kre,Positive,27,6
Ab i ho na line py,Neutral,13,6
insha'Allah Imran khan Kara GA rha,Positive,29,6
Hm knjr samjty han,Negative,15,4
Ya allah madad frma,Positive,16,4
Ya allah aafia ke madad farma,Positive,24,6
Allah apky sath raham wala mamla kren ameen,Positive,36,8
Ya allah Aafia ke madad farma,Positive,24,6
Khair mubarakDua go Hain,Positive,21,4
Allah pak hami o nasir o,Positive,19,6
Ye so called human n womem rights activists kahan hyn?,Negative,45,10
mushraf harami ha,Negative,15,3
Chief Justice kaha hy??,Neutral,20,4
Bohat dukh hai un ka…,Negative,17,5
Per Khan ky anay sy Kai afia bach jain gi... ,Neutral,35,11
Zulm sirf America main hi nhn.... ,Negative,28,7
yahan Pakistan main bhi hai... ,Neutral,26,6
hum in Afia ko zaroor bachain gay. ,Positive,28,8
Is ka Bhai USA main hy kabhi us ka bayan suna hy afia kaley.,Neutral,47,14
Khuda kaley aik fool topic py mat larain.,Negative,34,8
Kia afia USA national ni hy ?,Neutral,23,7
Kia afia ka Bhai USA national ni hy ?,Neutral,29,9
Kia afia nain al barooshi naam ka bunday sy shadi ni qi ?,Neutral,45,13
Ab is Bhai ki phone Phan dekhty hn,Neutral,27,8
Wase bhi ye murda qoum hy…,Negative,21,6
Ap ki app working ni kr rhi ha,Negative,23,8
meray lye apply Kar do,Neutral,18,5
Ap aap sahi kaam ni kr rhi ha,Negative,22,8
Kia ye sachi kahani hai.. koi btaye mjhe plz,Neutral,36,9
Aaj se ahuru krte hen,Neutral,17,5
Strtng se story smjh me aegi,Neutral,23,6
Juu starting na ba shuru kooo sehri puri assi hum yakh uu,Negative,46,12
Upload kb hogi aj wali epi ,Neutral,21,7
May b monday nhi ai new epi,Neutral,21,7
Ahye gi b ya nhi ,Neutral,12,6
Aj baydardi aya tha kia ary pe???,Neutral,27,7
Kal q nahi hohi,Neutral,12,4
Jo achaa drama hota ha yeh is tarha hi kartay ha drama ka saah,Negative,49,14
ye kiya baat hoe itna intazaar krwaya hai aur ab nahi,Negative,43,11
Bs kar a jayega...,Neutral,15,4
Ab yahan b a gae tu,Neutral,14,6
Nahi aay ga ab agly Monday ,Neutral,21,7
2 weeks say kyunn nahiii araha haii dramaaaa ,Negative,37,9
Aaj kub aye ga? ,Neutral,12,5
Aj ki timing???,Neutral,13,3
jeeto pakistan chalra hai .....,Neutral,27,5
kb aye gi epi...,Neutral,13,4
Ajka episode upload ni hua ab tak,Neutral,27,7
Plz link share kary,Neutral,16,4
Bedardi nhi aaya aaj yr ,Neutral,19,6
Uplaod to karden baydardi plz,Neutral,25,5
yaar aaj ayaa nhi ,Neutral,14,5
3 bjey tk wait kiya tha ,Neutral,18,7
bht farigh hai jag kr ibadat krleti,Negative,29,7
12 episode youtube pr kb aegi,Neutral,24,6
Is hafty I thnk new episode naheen aai,Neutral,31,8
Baji sharam kro kuuj over acting ki dukan,Negative,34,8
Is week ka episode upload ni hoa??,Neutral,28,7
Episode 12 abi tk ni aya,Neutral,19,6
Oh bhn deni deyo kuto lga do 12 episode,Negative,31,9
EID thi shaid is liye drama ni release hua....,Neutral,38,9
ye drama dekhti ho kitna acha hai,Positive,27,7
na mumkeen ha,Neutral,11,3
Krna he chiye,Neutral,11,3
Yea drama ha zaida serious honay kay zaroorat nai ,Negative,41,10
Ek reazr sy shave karny sy bi aids ho jata ha,Negative,35,11
mamu bhi muhn main khunganian daal kay baith gaya hey. ,Negative,45,11
kia shafay ko na batanay say shafay theek ho jaey ga??? ,Neutral,45,12
Plz becharay shafay ko ab bata do kay usay aids hey. ,Negative,42,12
 Bia ko chahiay kay shafay ko sub such bata dey chup na rahay,Neutral,48,14
Akhir aiman hai,Neutral,13,3
kya hua raat wali epsiode m,Neutral,22,6
kya story he yr,Neutral,12,4
Nhi krna chahie essa shafay loves bia,Negative,31,7
Bia tu khud sy ai juda hogi,Neutral,21,7
Lagta to Yahi hn ab Pata nhi kia hota h to agy agy...,Neutral,41,13
Mene abi 6 episode dykhi hn kamal hai superbbb,Positive,38,9
Bari hi ghatya or zalim aurat hey memoona.,Negative,35,8
Bari hi koi dukh bhari ending hogi is dramy ki,Negative,37,10
Buht allaw ha drama or bhi bhi,Positive,24,7
Yar iska end bht hi rolany wala hoga,Negative,29,8
Bhai koi us becharay ko tou batao,Negative,27,7
men abhi dekhonga youtube pe,Neutral,24,5
Tabraiz ki zindagi se nh shafe ki zindagi se,Neutral,36,9
dil dahla dyny wali episode thi. ,Negative,27,7
Haaao sub sun liya,Neutral,15,4
Bohut dukh bhari kahani hai ye,Negative,25,6
G ha bia na sari bata sun li h,Neutral,22,9
Sab sunliya bia n,Neutral,14,4
Bhot bashrm ha lanth pak falg ko foot ka nach,Negative,36,10
Funny vedio wale one day mai b live aoge ???,Neutral,35,10
Buttler ko out karao bus,Neutral,20,5
Bhai sounds saaf q nahe,Neutral,19,5
Mra koi bf hi ni ,Neutral,12,6
samjh le,Neutral,7,2
acha kia tu ny b ni bnya bf we r shreeef ,Neutral,30,12
Na bhai ab nh,Neutral,10,4
Ab try farigh waqt ka intazam jo ho gya ha ,Negative,33,11
 tm yaad ae ho,Positive,10,5
Hahahahaha darust baat hai wesay,Positive,28,5
Bc tu ny jo ani dali hui ha mjhy pta ha,Negative,29,11
Tere jaise log,Neutral,12,3
Hahahahaha yehi reason hai,Neutral,23,4
Btw kahan pochi? ,Neutral,14,4
Exams k baad dkhngi ab tym hi nhy ha ,Neutral,28,10
Haan sahe hai. ,Positive,12,4
welay log,Negative,8,2
Meer hadi waly logo sy to acha he hoon ,Neutral,30,10
me hu wo azeem hasti ,Positive,16,6
Yaar.  kasam se,Neutral,12,4
...hahahaha kis category men hn ab ap log :-D,Neutral,37,9
. Ek din me 20 episodes dekhe mene Suno Chanda k,Negative,38,11
poora season aik din me yes.,Neutral,23,6
tujhay sab pata ,Neutral,13,4
btana Zara aj kya huwa?,Neutral,19,5
Ta hamesha mata dase stories way che mata adu pta na v yrrr,Neutral,47,13
tujhy to koi btany wala ii nae,Negative,24,7
Iska matlab tu b jahil me b jahil ,Negative,26,9
M phr kuch kum jahil becz em the supporter of ik.. ,Negative,40,12
Nae tu b puri jahil meri trha :p,Negative,25,8
Patwari logic use kar rae h tu ,Negative,24,8
Ghalt baat ha yq,Negative,13,4
Ap noon league hain na ,Negative,18,6
ni ma sheikh hon,Neutral,13,4
wo tu pta h aap sheikh hn ,Neutral,19,8
Parhy likhy insaan ho bs bai sha'oor ho,Negative,32,8
tu ta dogar naal a,Neutral,14,5
ay gal,Neutral,5,2
Main phly v pti naal tha mai hun v naal aa,Neutral,32,11
patwari na bn,Negative,11,3
Main kad banya patwari yar,Negative,22,5
Parhy likhy jahil* ,Negative,16,4
Confused kardia bhae,Negative,18,3
ab nahe hon  us ne bohat disappoint kiya ,Negative,32,10
self proclaimed parhe likhe :p,Negative,26,5
mene ghalat sara ko tag krdia wse :p,Negative,29,8
Umer Beta tumhara b dope test krwana prre ga lgta hai!!!,Negative,46,11
idea ho gaya tha mjhe ,Neutral,17,6
 hum parhy likhy,Neutral,13,4
Ap jahil ho,Negative,9,3
Tag krny waly ko goli mar do ,Negative,22,8
ap lun khao,Negative,9,3
gali na do dost or apni khurak b na btao,Negative,31,10
.... Mn to hn... Ap thehri wahi jahil... ,Negative,33,9
sirf tu or mai ,Neutral,11,5
Agr dost ...... noon ko support kry tu,Negative,31,8
Asan kehnsan gad na ahyun,Neutral,21,5
Vote ta ppp khe thi dien n?,Neutral,21,7
Na na kehnkhe na ,Neutral,13,5
Ahan sadi tereef huri idr ao  ,Positive,23,8
hamari baat ho rai hai,Neutral,18,5
Main to kisi ko support ni krti ,Negative,25,8
Ab baatain chupaye gi na bhn sy,Negative,25,7
Wasy tmhara abi confirm nai ha mughy,Neutral,30,7
Kar lai yaqeen meri behn kar lai ,Positive,26,8
Bhai jahil hain aap,Negative,16,4
Waah kia andaaza lagaya ha ! Zabardast ! ,Positive,33,9
"bhaag ja chl, apnapan na dikhaya kr har jagah",Negative,37,9
Aap bhi to apne hain jese Jazz apna ha ! ,Neutral,31,11
 jo corrupt hain saara saal jinke khilaf bolta raha ! ,Negative,43,12
 to tera maqsad bhi to PM banna hi hoa na bhai!  ,Negative,36,14
Awaam ko kyu pagal banaraha ha! ,Negative,26,7
koi shak hi nhi ,Neutral,12,5
Tu he rehHm wese he bht tang tere sy,Negative,28,9
Bachpan say pti Ka tha ,Neutral,18,6
Bht hansi i bht hansi i.. Bht zyada,Positive,28,8
" Tum yaad a gai.  ""musfirah suno na musfirah suno na""",Positive,42,12
acha hua me aj nahi ai warna aisa manhoos din guzarta.,Negative,44,11
Or meny door sy hi lanat bheji,Negative,24,7
or ye rhi apky hisy ki lanat,Negative,22,7
Phrsy drmyan mn shesha ),Neutral,20,5
Ahooo ye mai dur hoto dur he sai mainu ki,Neutral,32,10
Mje tm pe tars aa rha ,Negative,16,7
""" Mje nai pta.Mje achi lgti tm bs.""And this one too. :)",Positive,44,12
tu marti bht h,Negative,11,4
tere sath yhi ho rha,Neutral,16,5
 Sahi baat hai ,Neutral,11,5
Abhi inko sahe ....... ,Neutral,19,5
Nahi aai samjh? ,Neutral,13,4
hahahahahaha hd ho gyi isko khte hn muhabbat ki riyazi,Positive,45,10
Hahahhaha tmhay bohat pta ha,Neutral,24,5
bohat munasib.,Positive,13,2
Mohabbat ki riyaazi ,Positive,17,4
Tm b Salam kehna,Positive,13,4
sakhar waloon se apki chat leak ho gae,Negative,31,8
Crush ko gherny k triky ,Negative,19,6
Samjh ai hai  ,Neutral,10,5
Aagai hai beta tujhe ,Neutral,17,5
Masoom? Raaton ko videos kon dekhta hai  phupa tera,Negative,42,10
Tu bss kr jaa....,Neutral,14,4
Nahi apk jese itne ooonche shoq kahan mere,Negative,35,8
Buhahah ! Sahi khel gya ,Negative,19,6
yh tu kry ge,Neutral,9,4
 yh v thrk ka ak level h check kro,Negative,25,10
Achanak sudhar geya hun mein.,Positive,25,5
bhn bhi ka pyr,Positive,11,4
smjh ty gya e hna ....phla nam,Neutral,24,7
Ye pyar nai ye gangbang hai,Negative,22,6
Tu hi de de naam ,Neutral,12,6
Picture abhi baki hai meray dost,Positive,27,6
"AstagfiruAllah,,drama to theek ha lekin yeh picture",Negative,45,7
hahahahaha :D creativity dkho zra,Negative,29,5
ab kuch nai dekhna .,Negative,16,5
Begharti,Negative,8,1
haye mere allah ,Neutral,13,4
Begairati,Negative,9,1
Hahahhaa Aho kasmy yr,Neutral,18,4
Pyar batne se barta hai to b bant,Positive,26,8
Nzr andaz krna achi bat waisy aisi postain,Neutral,35,8
Blkl ni  skon ni ata,Negative,15,6
Bibi sunani lazmi kisi ko ,Neutral,21,6
aap dono decide kr ln or aik koi rkh lo isay . LRNA NAI DONO ,Negative,46,16
Yh le dhoond deya tjhe,Neutral,18,5
You know naah meh nhi larai Krti you  tum hi rakh lo ..,Neutral,42,14
bchary k daant to pury lgwa dy,Negative,24,7
wese b mry pas already boyfrnd h  ,Positive,26,9
lagwa ley ga pyaar chahta hai tumhara bsss,Positive,35,8
woh girlfriend hai,Positive,16,3
dkh behn me skht londi hu,Negative,20,6
mudasir tm b mry lie boyfrnd dhundhry hotm bhii,Neutral,39,9
tmhare lye best haekrle shadi ,Positive,25,6
hahahah tere liye hai,Neutral,18,4
Saudah tu isi se ubtan krhe na ,Neutral,24,8
chal  too hi rakh isyy,Neutral,17,6
hahahahahha han tera krwa rae,Neutral,25,5
tere liye best haiii :p,Positive,19,5
mene tere lie dekha tha ,Neutral,19,6
ese toh mt keh itni mushkil se tera jor dhonda mene,Negative,41,11
teraa best match haiii,Positive,19,4
ni gor se toh dekh ,Neutral,14,6
tu gor kr sir blkul tere se miltaa,Neutral,27,8
Bus is ki kami thi,Negative,14,5
danto ka maslah hy bs ,Negative,17,6
Vea karle is se tu,Neutral,14,5
Tm chahte ho k mje crush k n se nafrat ho jaye,Negative,35,12
Yhi to hai tmary pyaar krny wali chz,Positive,29,8
Tera wala hai shaid ,Neutral,16,5
Woh handsome h,Positive,12,3
Hai to magar :),Neutral,12,4
Marasi bolti thi tu,Negative,16,4
kis ny dekh lena,Negative,13,4
cmnt delete kr raami ,Negative,17,5
tm dono ka mutual crush ,Neutral,19,6
Or tumara honay wala mijazi :p,Positive,25,6
Kya baat hai fahad bhai ,Positive,19,6
Na na or tmhra hone wala .....  iykwim ,Neutral,30,10
yahi h na q chupa rahi thi,Negative,20,7
 alhumdulilah asu psnd nh meri,Positive,25,6
Oh khudda ka khof kr bhai,Negative,20,6
Ap nay zaya hojana hay,Negative,18,5
Bht ghandi choice hy teri ,Negative,21,6
agya tera crush,Neutral,13,3
chl beyyy videos tu dkti h iski,Negative,25,7
Tere liay pasand kiya na,Positive,20,5
Chl phutt idr se,Negative,13,4
Chal koi ty ha,Negative,11,4
Dfa ho ja,Negative,7,3
Phr sy update hogya tera?,Neutral,21,5
Kash tu parh sakta ,Neutral,15,5
"Deep baat ki hai bhaii ny, smj ly ",Positive,26,9
